,true_volume,gen_volume,implied_volume
131,379.7173,402.8276,402.83024103986395
132,179.9022,180.1037,180.07633578656032
133,175.1744,174.0696,174.12566085769998
134,484.7386,475.9944,474.6091722306869
135,385.5805,382.1818,382.18300359299997
136,153.0033,153.4848,153.85227927248383
137,227.9511,245.3608,245.943414315369
138,540.2259,555.1309,555.1285090508561
139,1813.2375,1794.7888,1794.1005733558306
140,208.1185,215.7051,217.12842616397404
141,148.0784,144.7903,144.73497920309998
142,155.9301,154.6217,154.213400327567
143,95.7705,98.9483,99.02142176968802
144,106.5899,110.0326,110.20217909607224
145,253.4016,252.9065,253.803114878124
146,342.5174,347.9526,347.94810484537504
147,362.6425,375.1997,375.19537695312505
148,390.9874,394.1243,394.12304431343205
149,407.837,383.6049,383.606697096
150,810.482,806.3039,806.3045947968748
151,142.8193,156.336,155.80761550431498
152,48.6029,49.0798,49.096623872799995
153,59.9596,59.9003,59.87214561023801
154,71.158,71.7015,71.88637467000001
155,193.9199,188.4841,189.65866792947196
156,107.3079,108.1841,107.77845179385798
157,454.5311,455.1711,455.1647701424671
158,58.454,58.9141,58.994879861247995
159,257.9343,262.5204,262.52511254179103
160,251.5396,259.4756,261.13535112009134
161,292.6238,293.9237,293.92045272627195
162,251.0282,250.2758,250.273301235859
163,186.9753,188.1699,188.4865700803735
164,109.834,109.6453,109.85387044918
165,62.6292,64.1783,64.18738257931899
166,62.8711,62.7097,62.789132318848
167,177.4958,170.7858,170.54351374719934
168,69.0625,68.5776,68.82587773159102
169,141.299,142.1099,142.41982802217774
170,53.827,52.4397,52.703087871532006
171,344.6882,343.6221,343.632488369507
172,384.9948,386.4032,386.40101781305594
173,192.3786,199.027,199.35198473044795
174,172.5354,174.8883,174.32913558898198
175,338.8779,341.0185,341.0193247896251
176,337.5925,349.074,348.328913661928
177,285.7922,288.566,288.56890790336803
178,320.7346,319.9276,319.92929730698404
179,839.3252,836.7592,822.6384733886015
180,201.196,223.8626,223.85862467495903
181,344.2766,384.5113,384.510195825813
182,127.0838,152.402,152.41021989529597
183,133.8216,135.2718,134.75042968239725
184,494.3822,522.746,521.3906424455887
185,169.21,170.0363,169.54583817174
186,369.833,371.839,371.834555942429
187,231.9137,240.3603,240.363398987776
188,279.0204,282.3246,282.32623694720803
189,76.6839,77.2748,77.17291273832399
190,442.6249,444.6799,444.6841484395519
191,297.8654,295.2176,295.22204163805594
192,183.9409,179.6172,179.34398736912001
193,316.2429,316.3399,316.336295447353
194,447.932,446.8849,446.89000002466406
195,190.937,195.2782,195.45519880656005
196,418.0103,367.3628,369.20333730109616
197,219.9931,215.4131,215.40654433362505
198,119.4923,119.1242,118.93385038742763
199,339.2474,348.0094,349.1663814397514
200,117.8227,117.3972,117.67973695564798
201,280.5881,276.4399,276.44151547920706
202,216.5712,224.6787,224.74414255309202
203,68.8021,68.4518,68.272595593725
204,272.3616,285.7228,287.91839372264997
205,240.0397,238.4827,238.2847033073812
206,429.2566,440.9535,440.95435656954396
207,206.5529,197.8126,198.57485427648004
208,287.3959,294.3049,290.98941579066604
209,71.6278,77.2133,77.156858291796
210,171.7458,172.6515,173.34240126491164
211,179.7062,182.8027,182.856836642886
212,61.4583,61.4156,61.44826150747117
213,66.1092,63.5205,63.38031596424779
214,486.429,487.2027,487.2018889887029
215,88.8118,87.4998,87.97193831250001
216,246.9502,242.5296,242.52700562192803
217,66.8174,71.8623,71.644385780511
218,51.3166,51.6239,51.419323737989934
219,356.2513,372.2122,372.20698532323695
220,145.1747,143.5604,143.73580084665934
221,271.7906,283.858,283.852461248
222,288.9503,291.098,291.09151761882396
223,122.5266,122.6858,122.41175053424597
224,206.2886,210.0517,209.6270492010723
225,194.9964,199.7831,200.47700799526402
226,89.9757,90.6767,90.842996763792
227,347.9681,418.0575,418.23248935171205
228,86.4496,87.5901,87.738752062104
229,416.3852,396.8115,396.80612344390397
230,116.9772,116.981,117.308051456976
231,70.1351,70.3131,69.98524906470851
232,73.5746,72.135,72.35234411525
233,296.9667,305.1095,305.106651317161
234,54.1657,55.0154,55.252885410816
235,85.3945,85.3917,85.60439721648001
236,155.1177,151.202,150.7203443063496
237,337.1346,298.7844,298.78769123247696
238,224.6883,224.5173,224.511822030952
239,193.1589,190.4066,190.407092777
240,145.3415,145.9182,145.92917255925397
241,217.5015,215.9193,215.0792265802949
242,88.1754,87.4717,87.60530313015
243,88.6321,87.6109,87.62211353433396
244,639.0538,720.8245,720.8174072655281
245,321.0178,320.9544,320.954816003563
246,120.6444,121.7728,121.54452549960001
247,262.0082,256.1069,256.8477822380959
248,219.0212,220.2486,220.92641966559003
249,313.9362,317.071,317.075051259
250,215.4449,205.7242,205.72381178893698
251,305.0703,297.5894,295.706097163438
252,418.2945,412.9773,412.97766650370903
253,137.3939,139.2484,138.57268197839255
254,84.1893,85.8769,86.212212767388
255,343.0762,328.3748,323.206875577766
256,162.8662,161.692,161.981160771108
257,63.9744,63.2417,62.85030979451049
258,212.2284,209.7785,209.77517318263196
259,204.3865,204.1391,203.84448426572197
260,345.9488,351.9392,351.94067714622696
261,213.8621,213.5344,213.536227371011
262,372.9349,384.3054,383.352835872571
263,428.2448,424.7091,424.699404682463
264,189.3742,189.0096,189.433999033527
265,91.0557,89.1168,88.91088596893371
266,301.0675,300.2671,300.26499611834697
267,67.5321,68.3465,68.17788799265999
268,171.6041,167.8419,168.81462219548723
269,280.6981,283.1262,283.12746747494396
270,841.5178,840.7156,842.955620197476
271,57.728,60.2286,60.10524409189299
272,91.6084,94.0633,94.0015051014
273,109.8525,110.2788,109.6738533349871
274,497.1633,490.5491,490.55303094036304
275,265.7537,267.6138,268.45547540163
276,221.6693,229.2222,224.84677804198745
277,240.5876,241.5192,240.66192266939998
278,359.3382,369.5269,369.527947776
279,389.166,389.4648,389.46480771795206
280,249.5379,252.8433,252.65743837621332
281,241.2307,250.6006,251.06951749166998
282,320.2595,326.4236,326.428091299864
283,237.7226,240.81,240.804375856344
284,239.1306,237.6847,237.682791120384
285,339.3338,342.2003,342.206812202536
286,124.5212,126.1264,125.794500655356
287,256.2656,258.9772,258.9742701780211
288,52.7135,52.2086,52.60694894721542
289,143.8568,144.5798,144.162955190546
290,1434.7706,1469.816,1464.516113680152
291,201.431,201.4625,199.700199123572
292,299.5021,295.0668,295.062457367224
293,385.2522,389.5477,385.0151985675
294,425.3343,433.9223,433.93563929491205
295,390.9583,381.6818,381.677651624872
296,351.1224,354.6701,354.669390986625
297,71.7915,76.6746,76.97739626919687
298,377.9215,381.9003,381.8986882606081
299,55.8752,56.5698,56.682469740208006
300,80.6971,81.8747,81.36685986128118
301,139.1403,139.0278,138.94512720232
302,239.8173,243.3411,243.02312896613705
303,290.8764,289.7415,289.749558720448
304,217.6491,189.1086,189.30611541592802
305,588.9342,606.5034,613.488014758152
306,255.1398,254.1277,254.11726770399997
307,372.3274,372.1885,372.19146246956797
308,293.4005,289.6614,289.65761504212503
309,438.2049,443.5619,443.56650108774403
310,201.8623,202.462,202.9809465199565
311,280.1305,276.2759,277.70368643616627
312,297.7418,286.9827,286.973596736
313,208.7479,207.7039,208.41233164175193
314,249.0491,251.2689,249.89392159576397
315,101.6937,101.8226,101.91284077917271
316,460.7003,457.129,457.13802507530403
317,166.5688,168.5079,168.525956661027
318,687.0943,712.3441,712.3372899306289
319,1047.6664,1077.542,1077.5211230080001
320,562.4134,566.9012,566.9028937689473
321,179.0516,178.0377,178.03547482521603
322,223.2644,227.5543,228.97197651239998
323,215.8376,206.8586,207.14999550882
324,160.221,162.5964,163.08795686607203
325,242.6048,227.6969,227.69618183014398
326,66.4084,66.5792,66.858428965515
327,431.7575,414.3498,410.6327344728985
328,140.8851,142.0177,142.03521943710405
329,138.52,155.5306,155.50249431143564
330,78.7475,77.787,78.07548615376
331,245.6729,245.0557,245.05582872455193
332,38.2499,38.7662,38.160224315583136
333,80.989,80.6569,80.7491477084
334,297.9802,297.7479,297.743089234375
335,95.9951,98.6365,98.28507004443
336,361.4367,360.013,362.4125319952536
337,184.7798,184.9137,186.09924942287967
338,193.8326,192.4362,193.1292135266
339,152.4587,153.8993,152.86941259493298
340,159.3575,158.457,158.17868313685668
341,212.2638,210.7846,210.78297491869697
342,246.9189,245.2877,245.29086419119204
343,284.3838,286.8376,286.84309487499996
344,209.1002,203.9197,203.92651913917064
345,1297.0334,1321.4989,1321.4036556403748
346,256.9149,260.1286,260.13392762105605
347,183.3325,183.278,183.279469693627
348,43.5018,43.6556,43.52682262422346
349,134.631,132.7497,131.42956502879466
350,117.7725,119.6872,120.47962787175003
351,309.9811,310.8541,310.85281915002093
352,205.6885,207.6127,207.61139897659694
353,609.1002,650.1424,650.1370902470001
354,142.329,147.4371,147.232066890312
355,138.0827,139.1898,138.83328358514026
356,268.4887,274.9767,274.967367174683
357,335.0598,341.7132,344.36864442243615
358,593.3244,605.1125,607.398415856892
359,941.4168,954.9207,954.8568676500482
360,351.3062,359.7649,358.5471901689895
361,182.6657,180.2738,181.21500720323468
362,417.3083,320.1978,320.19600252099707
363,112.8173,107.5208,107.5641422254976
364,105.8385,106.1246,106.73934733828801
365,153.3016,147.8434,147.521757019965
366,305.0594,309.7695,309.76653116152806
367,88.0263,90.637,90.615837031832
368,216.0754,191.2388,191.50658957090644
369,176.9006,185.7717,186.69746840245796
370,213.6483,210.9484,211.26986087783402
371,337.8059,328.2338,328.23769772014106
372,278.135,277.1699,272.678891956961
373,110.7396,111.3146,110.465243285936
374,323.302,326.1177,326.11529362636804
375,152.7596,163.3736,164.64069603771662
376,329.3364,330.6593,330.656110875
377,107.2988,120.8375,120.506959796496
378,224.3442,228.8704,229.45074648523195
379,506.7379,511.7986,511.80802399899994
380,362.9987,363.7026,363.70383759934094
381,127.5177,122.1224,121.451722003808
382,289.3121,292.8025,291.058318292336
383,160.7782,167.5292,167.77297577872602
384,646.8246,669.5288,669.5314821075872
385,617.7295,603.8785,607.629912694992
386,308.9007,299.7119,299.713796409448
387,262.3256,259.3435,259.34010466301106
388,460.195,428.8178,428.81458164292894
389,72.6442,74.255,73.9998878644187
390,291.3605,294.4259,294.4486606698
391,101.0894,101.1655,101.25287464489887
392,108.4487,108.8487,108.93431305919998
393,270.0499,243.0718,244.72110047994002
394,589.6679,573.2787,571.2960973403403
395,57.4197,57.3492,57.18643839415384
396,191.2149,191.379,191.38180333715204
397,127.7229,131.0538,131.450778748866
398,48.296,48.2363,48.306646429968005
399,286.3984,296.2513,296.7914709264217
400,130.5503,133.453,134.257132088832
401,176.9863,179.0855,180.74428769280004
402,195.2546,202.1816,201.88406414163398
403,171.64,174.0394,175.75283934145412
404,161.6664,153.5775,154.60524893242
405,651.4393,638.7378,638.744527149561
406,189.926,192.4906,194.35306694144
407,125.3658,129.0387,128.34216070099203
408,225.5799,240.5623,239.11323783448202
409,132.0884,128.5547,128.24390856986003
410,225.0764,231.7605,229.44403545250884
411,455.0403,477.2158,477.960361244341
412,204.1804,205.8346,205.838834757184
413,370.9505,375.6655,375.6637531238749
414,626.8412,641.9125,641.909307793447
415,123.3157,120.6347,121.39593141429928
416,583.9781,595.2883,595.2902485838481
417,156.9356,164.3035,164.93248166543998
418,244.3259,243.8616,243.85948298617606
419,196.4524,201.7221,201.79008193103766
420,149.3512,146.4142,146.71170239987745
421,173.5605,174.1952,172.918096056145
422,194.3157,176.6625,175.4447682314
423,191.6246,195.9036,195.610163788314
424,148.0914,137.2428,137.236082182519
425,206.7297,205.7071,205.70290312679103
426,80.856,80.9458,81.27247196249999
427,178.0971,182.6929,182.71523071872002
428,240.5986,237.7958,240.4140463813073
429,44.2906,45.1303,45.16398330238286
430,168.6283,168.1205,167.97372920999996
431,522.146,518.0343,518.033143224297
432,94.5266,93.6811,93.87268787152401
433,233.5334,227.6418,227.69892314213666
434,171.3575,172.9615,173.6539194269
435,74.5352,74.7565,74.69704629247782
436,65.7322,65.9999,66.02696755038001
437,293.1837,299.2347,299.230372714456
438,150.1645,148.69,149.24285061569742
439,304.8586,308.0114,307.5479725740909
440,332.9988,338.6463,338.63802237640806
441,144.642,151.5717,151.288296066336
442,193.0997,193.3947,193.07991423415498
443,121.5618,109.5561,109.52475036888
444,395.6449,396.036,396.02904590585604
445,305.0816,303.5339,303.53219064012507
446,267.8244,268.0229,268.011756288424
447,1101.9295,1153.8277,1153.891545792103
448,54.8043,55.2147,55.227431169446994
449,312.7844,317.4232,317.42391983837507
450,56.4304,57.4,57.129033927056
451,108.3562,113.9366,113.50922341449602
452,477.1747,491.408,505.59323609826004
453,153.3035,153.6982,152.220073225044
454,405.4075,402.5972,402.617556362321
455,93.4931,97.0111,96.96048815770399
456,75.8903,74.8519,74.53425592874801
457,392.0203,392.677,392.673432348352
458,305.7088,304.6541,304.65819163187194
459,292.8423,315.0141,315.01498393008796
460,185.6712,183.651,184.22861678199035
461,239.2968,239.8633,239.86504850663704
462,150.9036,153.0821,153.7619108018786
463,319.4832,332.923,332.92783006611194
464,262.4499,260.4713,260.47638071654404
465,351.3085,354.4454,354.443965533
466,635.5059,624.7518,624.763242934272
467,387.6042,391.0777,391.082969525689
468,166.2216,170.6549,170.20685819131197
469,207.346,210.3526,209.74629992599398
470,129.0033,128.3488,127.82362489889942
471,179.3848,184.2575,184.664380747812
472,704.3777,705.7178,705.7296894407681
473,158.5308,157.2998,158.02205444751
474,355.7393,364.1945,364.193200641997
475,227.176,240.7749,240.769542299931
476,179.5557,179.7287,179.83211802575502
477,96.2214,96.128,96.65586468582345
478,164.8533,170.239,169.63772253966
479,270.188,274.0874,274.092993905912
480,247.3206,254.29,255.69861969702745
481,553.6457,570.8405,570.8368447866642
482,280.3724,281.1541,281.152977027831
483,251.2276,250.7448,250.73824199111195
484,519.3396,520.2035,520.2034267656251
485,251.4664,250.0692,250.07081475600805
486,163.0383,168.9686,169.95458657782774
487,275.9057,274.5259,274.778979664896
488,222.5051,223.7573,223.75909591099997
489,147.9884,147.5747,148.01357332583498
490,194.5242,187.3094,187.474757266784
491,56.0225,55.7807,55.50502644709503
492,320.4909,323.414,323.804173502007
493,67.8364,68.2389,68.09978643316799
494,318.8872,320.7616,320.75797159567696
495,81.6411,81.8491,81.719574439869
496,141.7441,140.7655,141.83732158222307
497,170.9298,164.7807,164.869416622008
498,854.1278,967.2996,973.5942167424722
499,908.6577,938.76,938.7738658712962
500,81.2861,82.3439,82.29418432314887
501,159.523,160.3206,160.040172486816
502,222.2258,221.761,223.00897036708452
503,81.6848,84.3167,84.24974822960624
504,100.2373,99.2962,99.31851789551997
505,78.5796,79.9794,79.72718424646499
506,123.4488,116.4584,116.190836468928
507,246.9913,249.777,249.77323896883297
508,291.106,304.1945,304.1966021030639
509,190.4795,193.1899,193.73708987404197
510,152.6296,156.0005,155.749756112768
511,243.3465,245.3263,245.32613246780105
512,75.9938,64.1455,63.68210033029199
513,75.839,75.2454,75.65834397194197
514,298.8132,302.1514,302.15223450172704
515,107.3272,108.4811,108.20766504661901
516,282.2865,283.668,285.468824001816
517,130.6822,139.6411,139.23211267530002
518,55.6603,56.2519,55.952642999357366
519,249.7687,253.9553,252.95205471348498
520,119.9236,122.0136,121.54183038137899
521,211.0387,197.2991,198.24712012109197
522,213.7253,214.9966,213.86026700352
523,304.1875,305.8138,305.7731140914981
524,174.028,177.1848,177.39609999375
525,147.7015,147.0222,147.61008474447888
526,395.6756,437.7259,439.96368526278474
527,231.6573,229.6012,229.649606256996
528,83.439,82.7021,82.69849271713501
529,201.8709,199.9735,199.97584143135205
530,178.3471,181.2944,178.87856037426616
531,119.1663,117.8845,117.76220082892797
532,209.3778,204.9496,204.951134468079
533,169.5189,172.6213,173.755334857476
534,150.2268,150.2744,151.3151501855501
535,137.5627,137.2335,137.99770995449998
536,356.4472,346.2643,346.4398353190507
537,670.5906,628.8093,630.751712662032
538,231.2838,246.7288,246.57643968491797
539,228.5252,226.5449,226.545921283681
540,296.1698,298.8648,298.86814627777903
541,117.0556,117.8308,118.522209767953
542,417.8376,416.8327,416.832723
543,374.3355,356.7355,356.732701417448
544,332.7293,336.6523,336.659673013496
545,1059.0337,1018.8804,1018.897808114376
546,252.4704,253.0142,253.01157550899197
547,253.7295,254.047,254.045059343704
548,51.6904,52.0061,52.04502394455
549,436.0985,443.3985,443.40948228137495
550,132.0415,136.2619,136.266492725641
551,399.8722,399.5138,399.517625313451
552,312.9937,320.5418,320.547156203672
553,59.9375,59.9779,59.97260003398299
554,430.3148,481.6536,481.65062790660306
555,275.5765,272.8266,272.829079116712
556,338.5488,340.9395,340.931472206779
557,265.0658,261.2546,262.3897346992907
558,200.5336,200.1319,200.12976634915702
559,203.5893,205.0748,205.076301832611
560,201.708,196.2392,195.4743504731883
561,54.4086,54.5261,54.32442029238
562,64.0473,64.3899,64.27466026194
563,166.0588,166.2101,165.4974916302629
564,358.1167,356.4116,356.4159096427009
565,498.176,488.988,488.98725887468703
566,101.8929,94.3432,94.8416215025
567,452.0145,476.5149,473.5278112278311
568,398.8108,402.7796,402.7811533140511
569,70.9068,71.5031,71.26070056806132
570,80.3439,80.8797,81.02115374094001
571,408.2711,413.866,413.86004968464806
572,158.5454,154.1228,154.57197117322002
573,141.0306,139.0386,138.7858652114037
574,123.4125,121.6364,122.503421232045
575,128.2892,127.8649,127.62636952230157
576,73.6866,73.4193,73.540822744928
577,131.2679,129.692,129.31949525478302
578,244.9074,239.9893,239.99246788198406
579,676.194,652.7569,652.7522442889359
580,139.8473,140.3229,140.10571328246198
581,343.6006,340.418,338.35595600360773
582,270.106,267.2698,264.847504365488
583,415.4482,417.7236,417.720586955777
584,83.0766,83.5563,83.449610242992
585,307.8286,318.9744,317.30438656040695
586,98.1796,101.3653,101.056139020512
587,101.2768,100.5183,100.7501643434
588,70.3649,71.9759,72.03219670416
589,304.3432,304.7432,304.73969704818404
590,677.3075,661.0607,661.0722251518969
591,265.3861,259.5438,259.547563719872
592,274.2039,274.7414,275.872453504284
593,109.876,111.1528,111.35920974718402
594,121.8878,121.4985,121.41298563839999
595,342.0758,333.1343,333.14403880126696
596,320.9498,325.2373,325.234848133
597,238.8584,244.3715,244.37507500799995
598,214.6722,217.2485,217.24438202087498
599,54.2822,53.7389,53.692776281417
600,57.93,58.6292,58.464973546014
601,67.9513,67.1408,66.81452581432721
602,66.9797,67.3121,67.18545996548401
603,195.114,197.6407,197.21138092052865
604,1116.1553,1041.359,1041.4190397699283
605,221.79,226.7622,226.7579356275538
606,62.6447,62.6941,62.520974272925
607,233.1895,235.2118,235.21646812348902
608,112.7879,112.2416,112.20720201731848
609,114.9186,114.1767,113.978331180288
610,196.7094,198.909,197.65126782259995
611,687.3065,749.0253,749.0338673685129
612,185.4241,188.2108,188.07260166894
613,209.1122,205.0697,204.83006024174395
614,95.5145,99.1783,98.466401958372
615,227.1977,227.0423,227.04789698337
616,258.7498,259.0001,258.99864843340697
617,50.2916,50.8611,51.106053567988994
618,184.9708,178.9214,179.41819474602002
619,139.5235,136.9298,137.16683844220196
620,195.1966,197.7552,197.75788283358102
621,331.5888,331.196,331.18716612220305
622,397.6952,403.1813,403.173966796875
623,157.0648,160.2954,161.000727481377
624,132.0016,144.1461,144.42666776844
625,100.4245,102.3772,101.84548066862402
626,100.6109,99.4488,99.61570101263399
627,252.5579,251.8132,252.437034949644
628,133.3278,138.1466,138.259139975176
629,86.0049,94.6204,94.303004306736
630,119.3761,120.1717,120.283172839908
631,156.9719,142.5026,142.7086785249
632,64.856,64.2914,64.46289518757601
633,564.8952,570.5029,570.5066029176718
634,385.6595,364.546,364.62164896907615
635,387.7381,399.5246,399.6184101844423
636,69.1192,70.4729,70.156267052779
637,231.1129,231.5752,231.57734784092904
638,885.1783,886.7303,886.7558391410171
639,160.2075,159.6705,160.08039022008631
640,162.1959,159.9253,160.07680600059402
641,297.3099,287.8634,287.86205925395205
642,667.0421,597.3756,597.3731674480001
643,282.1291,293.3049,293.80748399236603
644,325.0493,327.2119,327.210960413429
645,182.4043,177.0422,177.54499083840003
646,38.5465,39.0347,38.410117368225
647,99.6109,97.059,97.5298687104
648,319.4558,319.4841,319.480444413928
649,76.6,74.7301,74.150437332874
650,145.3742,146.7154,147.10763435333098
651,261.8632,263.3351,263.337743440673
652,76.7474,75.4841,75.527946716201
653,115.0771,137.1253,137.215077949152
654,171.561,173.2012,172.813758733159
655,1308.5204,1355.1513,1355.175510637528
656,230.4207,230.198,230.199878166903
657,214.4426,200.0839,200.575908060255
658,91.1645,94.2068,93.41199577500001
659,244.8107,250.6311,250.24465103441855
660,325.9675,334.1712,334.168697014984
661,180.9661,187.3773,187.79961791330197
662,441.8066,443.0592,443.060684277875
663,203.0994,205.218,205.2560855934561
664,204.7221,209.4679,209.897951160456
665,478.5626,471.3091,471.31055241624796
666,103.5624,108.5683,108.40259733708601
667,196.1263,197.3521,197.70156174225804
668,486.9259,496.5172,496.52968368685595
669,612.702,731.1506,723.6232125705836
670,58.7573,59.6491,59.710589530200004
671,209.1413,198.066,198.88968102220795
672,65.2574,65.6923,65.21303193119999
673,211.3939,207.46,207.2269693954407
674,710.5605,739.6594,739.7198192745192
675,314.5795,320.2535,320.26621273063205
676,70.6735,70.1189,69.883703643456
677,404.0931,436.764,435.55725728581353
678,64.443,63.495,63.59300594748858
679,156.4561,156.4926,156.231507540064
680,171.8576,157.3853,156.86039923648195
681,541.6164,540.6196,540.626328825344
682,71.9561,70.2318,70.32464581158577
683,224.5688,231.9934,229.423761273
684,232.3245,238.0206,238.50896748455935
685,359.707,363.1741,363.169098929736
686,136.0977,135.7992,135.51701667580144
687,154.032,160.8651,159.98960621317298
688,218.0536,217.5671,217.56978754862502
689,288.18,290.97,290.972943159625
690,49.0236,49.6766,49.50521023641601
691,290.6623,276.0985,273.29459638395195
692,117.8615,116.0565,116.39517871867
693,614.9433,600.0591,600.9561206206927
694,159.225,172.2764,173.10885218398462
695,322.0427,342.7676,339.3747267785474
696,137.8172,140.5285,141.14809944677998
697,277.2295,279.3957,279.39277813362395
698,137.134,146.6216,146.220254913276
699,193.2676,189.9826,190.20572183736024
700,706.923,659.6043,659.5935374545921
701,76.8202,82.726,82.8190955848712
702,70.2449,70.0331,70.19333874162501
703,360.7674,362.0955,362.10119451257606
704,103.91,102.4282,102.40075785592
705,220.1313,221.6765,220.3373632421299
706,63.7239,70.7856,70.78326361589598
707,178.8902,179.3053,179.18104932017303
708,661.4042,653.6374,653.633049786625
709,86.0141,87.3337,87.85897272611071
710,349.3584,345.5713,345.578936609375
711,247.2965,249.8025,251.684982202992
712,497.6579,505.9981,505.9948320808561
713,53.5875,53.4894,53.537239923564
714,126.9976,126.6594,126.58397761447199
715,153.6947,177.8331,175.75694706132
716,327.187,330.2949,330.29761132812496
